ID,Predictions
20,22.732380952380954
119,22.58
149,24.51
155,24.51
163,24.19
213,22.9
215,22.9
357,22.094999999999995
372,24.024999999999995
393,18.212380952380947
440,11.449999999999989
443,10.959999999999988
494,23.09857142857143
526,16.284999999999993
611,23.22
642,14.850476190476185
651,12.739999999999991
691,11.76238095238094
694,12.666129032258056
695,13.165483870967732
716,30.800000000000004
740,35.12428571428572
767,25.632380952380952
783,19.349999999999998
791,17.73999999999999
842,19.669999999999998
848,24.357619047619043
952,18.699999999999996
1006,24.143809523809523
1013,23.575714285714287
1015,22.9
1054,16.119999999999994
1069,15.312380952380945
1085,14.357619047619039
1088,14.189999999999992
1109,22.747619047619043
1151,16.449999999999992
1221,21.839047619047616
1258,20.65523809523809
1291,17.089999999999993
1303,15.799999999999994
1327,15.479999999999993
1360,16.444999999999993
1401,22.407142857142855
1419,23.06
1489,22.082380952380948
1493,22.58
1522,23.712857142857143
1590,22.897312186978297
1596,29.659523809523815
1696,17.25499999999999
1698,18.583333333333325
1720,22.711904761904762
1725,22.575
1769,10.98047619047618
1777,10.472380952380943
1783,10.95999999999999
1852,13.72809523809523
1873,14.34999999999999
1877,14.66999999999999
1953,15.967619047619042
1957,15.32761904761904
1984,11.60999999999999
2003,11.30047619047618
2012,17.89999999999999
2059,28.060000000000006
2110,16.284999999999997
2144,21.677058823529407
2162,23.225
2167,22.9
2169,23.56047619047619
2174,22.415
2179,21.45761904761904
2185,20.799999999999997
2188,21.07709677419355
2189,21.18354838709677
2213,20.3047619047619
2223,19.674999999999997
2229,19.3347619047619
2302,20.426666666666662
2340,15.159999999999995
2445,16.7547619047619
2466,16.124999999999993
2483,20.010608330836078
2529,19.264146341463412
2530,19.108048780487803
5431,22.473548387096773
5432,22.36709677419355
5453,22.09
5461,21.929999999999993
5462,21.929999999999996
5467,21.929999999999996
5514,23.705000000000002
5539,22.58
5547,22.58
5551,22.25
5572,22.25
5577,22.25
5579,21.29160642570281
5581,21.354935064935066
5621,14.509999999999991
5638,12.73999999999999
5672,16.769999999999996
5674,17.227741935483866
5679,18.544999999999995
5729,15.316097560975603
5734,14.303548387096765
5737,13.978524590163923
5749,10.959999999999988
5768,22.255000000000003
5783,22.422857142857143
5872,10.959999999999988
5881,21.124999999999996
5884,21.124999999999996
5903,17.90761904761904
5920,16.449999999999992
5943,12.41499999999999
5957,14.260563380281683
6033,18.212380952380947
6073,17.29967741935483
6074,17.50935483870967
6081,19.18238095238095
6093,21.285000000000004
6137,21.496451612903222
6138,21.393225806451607
6175,20.50285714285714
6262,19.797419354838706
6280,16.922380952380944
6302,15.799999999999994
6333,13.873811722312928
6422,16.449999999999992
6427,17.105238095238086
6430,17.567142857142848
6446,23.869999999999997
6508,17.90761904761904
6541,15.959999999999996
2638,23.06
2645,22.58
2671,23.067619047619047
2687,22.9
2728,21.929999999999996
2742,21.929999999999996
2762,23.540000000000003
2780,23.869999999999997
2829,22.25
2853,30.61428571428572
2899,15.159999999999991
2913,13.869999999999989
2935,12.097619047619036
2943,12.915238095238086
2961,18.227619047619044
2966,20.345714285714283
3015,19.509999999999998
3033,15.632380952380942
3046,13.219999999999988
3124,24.515
3128,23.544999999999998
3146,16.140476190476182
3191,13.514285714285704
3197,12.422857142857133
